song_id,split_type,file_path
Classical_Classical_Wolfgang Amadeus Mozart_Eine Kleine Nachtmusik (Rondo),train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Wolfgang Amadeus Mozart_Eine Kleine Nachtmusik (Rondo)_mixed.flac
Classical_Classical_Wolfgang Amadeus Mozart_Dies Irae,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Wolfgang Amadeus Mozart_Dies Irae_mixed.flac
"Classical_Classical_Johann Sebastian Bach_Das Wohltemperierte Clavier I, Fuga IV",train,"G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Johann Sebastian Bach_Das Wohltemperierte Clavier I, Fuga IV_mixed.flac"
Classical_Classical_Ludwig van Beethoven_Sonata No 5,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Ludwig van Beethoven_Sonata No 5_mixed.flac
Classical_Classical_Johann Sebastian Bach_Musette,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Johann Sebastian Bach_Musette_mixed.flac
Classical_Classical_Robert Schumann_14Petite Etude,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Robert Schumann_14Petite Etude_mixed.flac
Classical_Classical_Johann Sebastian Bach_Applicatio,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Johann Sebastian Bach_Applicatio_mixed.flac
Classical_Classical_Johann Sebastian Bach_Gigue,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Johann Sebastian Bach_Gigue_mixed.flac
Classical_Classical_Antonio Vivaldi_Winter,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Antonio Vivaldi_Winter_mixed.flac
Classical_Classical_Jacques Offenbach_Can Can,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Jacques Offenbach_Can Can_mixed.flac
Classical_Classical_Bela Bartok_Lets bake something,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Bela Bartok_Lets bake something_mixed.flac
Classical_Classical_Georges Bizet_Habanera from Carmen,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Georges Bizet_Habanera from Carmen_mixed.flac
Classical_Classical_Franz Schubert_Der Wanderer,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Franz Schubert_Der Wanderer_mixed.flac
"Classical_Classical_Johann Sebastian Bach_Das Wohltemperierte Clavier II, Fuga IX",train,"G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Johann Sebastian Bach_Das Wohltemperierte Clavier II, Fuga IX_mixed.flac"
Classical_Classical_Wolfgang Amadeus Mozart_Minuet in F,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Wolfgang Amadeus Mozart_Minuet in F_mixed.flac
Classical_Classical_Camille Saint Saens_Die Fische - Aus Karneval der Tiere,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Camille Saint Saens_Die Fische - Aus Karneval der Tiere_mixed.flac
Classical_Classical_Frederic Chopin_Etude Op 10 no 3,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Frederic Chopin_Etude Op 10 no 3_mixed.flac
Classical_Classical_Murray Perahia_Erlkönig No 4 from 12 Lieder,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Murray Perahia_Erlkönig No 4 from 12 Lieder_mixed.flac
Classical_Classical_Giacomo Puccini_One Fine Day,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Giacomo Puccini_One Fine Day_mixed.flac
Classical_Classical_Evgeny Kissin_Die Forelle,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Evgeny Kissin_Die Forelle_mixed.flac
Classical_Classical_Johann Sebastian Bach_Polonaise in D minor,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Johann Sebastian Bach_Polonaise in D minor_mixed.flac
Classical_Classical_George Frideric Handel_Allegro,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_George Frideric Handel_Allegro_mixed.flac
Classical_Classical_Ludwig van Beethoven_Bagatelle No2,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Ludwig van Beethoven_Bagatelle No2_mixed.flac
Classical_Classical_Johann Sebastian Bach_Prelude No1 C Major,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Johann Sebastian Bach_Prelude No1 C Major_mixed.flac
Classical_Classical_Franz Schubert_An den Mond,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Franz Schubert_An den Mond_mixed.flac
Classical_Classical_Ludwig van Beethoven_Beethoven,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Ludwig van Beethoven_Beethoven_mixed.flac
Classical_Classical_Johann Sebastian Bach_Musette in D Major,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Johann Sebastian Bach_Musette in D Major_mixed.flac
Classical_Classical_Robert Schumann_Von fremden Landern und Menschen,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Robert Schumann_Von fremden Landern und Menschen_mixed.flac
Classical_Classical_Johannes Brahms_Andante(from Symphony No3),train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Johannes Brahms_Andante(from Symphony No3)_mixed.flac
Classical_Classical_Frederic Chopin_Ballade number 4,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Frederic Chopin_Ballade number 4_mixed.flac
Classical_Classical_Wolfgang Amadeus Mozart_Sonate Opus KV 331 - Variation 5,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Wolfgang Amadeus Mozart_Sonate Opus KV 331 - Variation 5_mixed.flac
Classical_Classical_Johann Sebastian Bach_BWV 1006a - Gigue,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Johann Sebastian Bach_BWV 1006a - Gigue_mixed.flac
Classical_Classical_Gabriel Faure_Sicilienne,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Gabriel Faure_Sicilienne_mixed.flac
Classical_Classical_Wolfgang Amadeus Mozart_Piano Concerto No21,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Wolfgang Amadeus Mozart_Piano Concerto No21_mixed.flac
"Classical_Classical_Ludwig van Beethoven_Symphony no 5, Piano reduction",train,"G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Ludwig van Beethoven_Symphony no 5, Piano reduction_mixed.flac"
Classical_Classical_Johann Sebastian Bach_English Suite I Bourree II,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Johann Sebastian Bach_English Suite I Bourree II_mixed.flac
Classical_Classical_Claude Debussy_Arabesque n 1,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Claude Debussy_Arabesque n 1_mixed.flac
Classical_Classical_Yo-Yo Ma_Clarinet SonataI Grazioso,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Yo-Yo Ma_Clarinet SonataI Grazioso_mixed.flac
Classical_Classical_Henry Purcell_Air in D Minor,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Henry Purcell_Air in D Minor_mixed.flac
"Classical_Classical_Frederic Chopin_Etüde a-moll Op 10, No 2",train,"G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Frederic Chopin_Etüde a-moll Op 10, No 2_mixed.flac"
"Classical_Classical_Johann Sebastian Bach_Das Wohltemperierte Clavier I, Praeludium II",train,"G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Johann Sebastian Bach_Das Wohltemperierte Clavier I, Praeludium II_mixed.flac"
Classical_Classical_Wolfgang Amadeus Mozart_Fugue Fragment Anh 41 (375g),train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Wolfgang Amadeus Mozart_Fugue Fragment Anh 41 (375g)_mixed.flac
Classical_Classical_Wolfgang Amadeus Mozart_Piano Sonata No11,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Wolfgang Amadeus Mozart_Piano Sonata No11_mixed.flac
Classical_Classical_Johann Sebastian Bach_Sonata in B 3,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Johann Sebastian Bach_Sonata in B 3_mixed.flac
Classical_Classical_Johann Sebastian Bach_Three-part Invention,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Johann Sebastian Bach_Three-part Invention_mixed.flac
Classical_Classical_Wolfgang Amadeus Mozart_Theme from Piano Concerto In C K467,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Wolfgang Amadeus Mozart_Theme from Piano Concerto In C K467_mixed.flac
Classical_Classical_Robert Schumann_The Happy Farmer,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Robert Schumann_The Happy Farmer_mixed.flac
Classical_Classical_Joseph Haydn_3 Nemet-3 Deutsche Tanze Primo,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Joseph Haydn_3 Nemet-3 Deutsche Tanze Primo_mixed.flac
Classical_Classical_Franz Schubert_Lachen und Weinen,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Franz Schubert_Lachen und Weinen_mixed.flac
Classical_Classical_Ludwig van Beethoven_Six Variations Op 76,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Ludwig van Beethoven_Six Variations Op 76_mixed.flac
"Classical_Classical_Pyotr Ilyich Tchaikovsky_The Seasons February, op372",train,"G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Pyotr Ilyich Tchaikovsky_The Seasons February, op372_mixed.flac"
Classical_Classical_Frederic Chopin_Nocturne 8 in Db Major,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Frederic Chopin_Nocturne 8 in Db Major_mixed.flac
Classical_Classical_Murray Perahia_Sonata in C minor for Piano_ D 958II Adagio,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Murray Perahia_Sonata in C minor for Piano_ D 958II Adagio_mixed.flac
Classical_Classical_Franz Schubert_Nacht und Träume,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Franz Schubert_Nacht und Träume_mixed.flac
"Classical_Classical_Johannes Brahms_Waltz Op39, No 15",train,"G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Johannes Brahms_Waltz Op39, No 15_mixed.flac"
Classical_Classical_Frederic Chopin_Sonate 2 b-moll,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Frederic Chopin_Sonate 2 b-moll_mixed.flac
Classical_Classical_Johann Sebastian Bach_Gavotte,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Johann Sebastian Bach_Gavotte_mixed.flac
Classical_Classical_Johann Sebastian Bach_Italian Concerto 3,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Johann Sebastian Bach_Italian Concerto 3_mixed.flac
Classical_Classical_Franz Schubert_Trio,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Franz Schubert_Trio_mixed.flac
Classical_Classical_Wolfgang Amadeus Mozart_A Musical Joke,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Wolfgang Amadeus Mozart_A Musical Joke_mixed.flac
Classical_Classical_Johann Sebastian Bach_Toccata and Fugue in D Minor,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Johann Sebastian Bach_Toccata and Fugue in D Minor_mixed.flac
Classical_Classical_Robert Schumann_Poor Orphan,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Robert Schumann_Poor Orphan_mixed.flac
Classical_Classical_Franz Schubert_Wild rose,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Franz Schubert_Wild rose_mixed.flac
Classical_Classical_Wolfgang Amadeus Mozart_Trio in E-flat Major KV 498 2,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Wolfgang Amadeus Mozart_Trio in E-flat Major KV 498 2_mixed.flac
"Classical_Classical_Johann Sebastian Bach_Das Wohltemperierte Clavier I, Praeludium VI",train,"G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Johann Sebastian Bach_Das Wohltemperierte Clavier I, Praeludium VI_mixed.flac"
Classical_Classical_Wolfgang Amadeus Mozart_Minuet and Trio,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Wolfgang Amadeus Mozart_Minuet and Trio_mixed.flac
Classical_Classical_Ludwig van Beethoven_Ode to Joy,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Ludwig van Beethoven_Ode to Joy_mixed.flac
Classical_Classical_Felix Mendelssohn_Ballad,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Felix Mendelssohn_Ballad_mixed.flac
Classical_Classical_Carl Maria Von Weber_Scherzo by Weber,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Carl Maria Von Weber_Scherzo by Weber_mixed.flac
"Classical_Classical_Joseph Haydn_Sonate I, III - Presto",train,"G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Joseph Haydn_Sonate I, III - Presto_mixed.flac"
"Classical_Classical_Johann Sebastian Bach_French Suite no 5 in G Major, II",train,"G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Johann Sebastian Bach_French Suite no 5 in G Major, II_mixed.flac"
Classical_Classical_Carl Maria Von Weber_Huntsmens Chorus,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Carl Maria Von Weber_Huntsmens Chorus_mixed.flac
Classical_Classical_Franz Schubert_Psalm 23,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Franz Schubert_Psalm 23_mixed.flac
Classical_Classical_Wolfgang Amadeus Mozart_Fragment ADOper Die Zauberflote 2,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Wolfgang Amadeus Mozart_Fragment ADOper Die Zauberflote 2_mixed.flac
Classical_Classical_Wolfgang Amadeus Mozart_Air,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Wolfgang Amadeus Mozart_Air_mixed.flac
Classical_Classical_Frederic Chopin_Etüde As-Dur Op 25  No 1,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Frederic Chopin_Etüde As-Dur Op 25  No 1_mixed.flac
Classical_Classical_Franz Schubert_Schwanengesang,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Franz Schubert_Schwanengesang_mixed.flac
Classical_Classical_Franz Schubert_Entrance Act from Rosamunde,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Franz Schubert_Entrance Act from Rosamunde_mixed.flac
Classical_Classical_Carl Nielsen_Canto Serioso,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Carl Nielsen_Canto Serioso_mixed.flac
Classical_Classical_Claude Debussy_Reverie,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Claude Debussy_Reverie_mixed.flac
Classical_Classical_Ruggero Leoncavallo_Vesti la Giubba-Pagliacci,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Ruggero Leoncavallo_Vesti la Giubba-Pagliacci_mixed.flac
Classical_Classical_Wolfgang Amadeus Mozart_Twinkle Twinkle Little Star,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Wolfgang Amadeus Mozart_Twinkle Twinkle Little Star_mixed.flac
Classical_Classical_Ludwig van Beethoven_Violin Sonata No 9 in A Minor,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Ludwig van Beethoven_Violin Sonata No 9 in A Minor_mixed.flac
Classical_Classical_Frederic Chopin_Prelude Op 28  No 20,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Frederic Chopin_Prelude Op 28  No 20_mixed.flac
Classical_Classical_Arcangelo Corelli_Adagio,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Arcangelo Corelli_Adagio_mixed.flac
Classical_Classical_Ludwig van Beethoven_German Dance in C,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Ludwig van Beethoven_German Dance in C_mixed.flac
"Classical_Classical_Wolfgang Amadeus Mozart_Eine Kleine Nachtmusik, Romance",train,"G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Wolfgang Amadeus Mozart_Eine Kleine Nachtmusik, Romance_mixed.flac"
Classical_Classical_Johann Sebastian Bach_Prelude,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Johann Sebastian Bach_Prelude_mixed.flac
Classical_Classical_Gabriel Faure_Les roses d 19Ispahan,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Gabriel Faure_Les roses d 19Ispahan_mixed.flac
Classical_Classical_Richard Strauss_Thus Spoke Zarathustra,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Richard Strauss_Thus Spoke Zarathustra_mixed.flac
"Classical_Classical_Johann Sebastian Bach_Das Wohltemperierte Clavier I, Fuga VIII",train,"G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Johann Sebastian Bach_Das Wohltemperierte Clavier I, Fuga VIII_mixed.flac"
Classical_Classical_Bela Bartok_Imitation Reflected,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Bela Bartok_Imitation Reflected_mixed.flac
Classical_Classical_Robert Schumann_Curiose Geschichte,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Robert Schumann_Curiose Geschichte_mixed.flac
Classical_Classical_Wolfgang Amadeus Mozart_Satz-  330,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Wolfgang Amadeus Mozart_Satz-  330_mixed.flac
Classical_Classical_Johann Sebastian Bach_Polonaise in F major,train,G:\project_data\two_line_midi\flac_output\mix_audio_flac\Classical_Classical_Johann Sebastian Bach_Polonaise in F major_mixed.flac
