song_id,split_type,file_path
Soul_Soul_Jackson 5_Ill Be There,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Soul_Soul_Jackson 5_Ill Be There_mixed.flac
Classical_Classical_Frederic Chopin_Nocturne in C Minor,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Classical_Classical_Frederic Chopin_Nocturne in C Minor_mixed.flac
Unknown_Unknown_Chilled Jazz Masters_Lets Stay Together ( Al Green ),train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Unknown_Unknown_Chilled Jazz Masters_Lets Stay Together ( Al Green )_mixed.flac
Rock_Christian Alternative Rock_Fireflight_Forever,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Rock_Christian Alternative Rock_Fireflight_Forever_mixed.flac
Classical_Classical_Joseph Haydn_28 Nemet Tanc - Deutscher Tanz,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Classical_Classical_Joseph Haydn_28 Nemet Tanc - Deutscher Tanz_mixed.flac
Classical_Classical_Wolfgang Amadeus Mozart_Theme Symphony No40,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Classical_Classical_Wolfgang Amadeus Mozart_Theme Symphony No40_mixed.flac
Blues_Ragtime_Scott Joplin_Cleopha,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Blues_Ragtime_Scott Joplin_Cleopha_mixed.flac
Jazz_Smooth Jazz_Eric Darius_Because Of You,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Jazz_Smooth Jazz_Eric Darius_Because Of You_mixed.flac
World_German Techno_Booka Shade_blue rooms,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\World_German Techno_Booka Shade_blue rooms_mixed.flac
Pop_Dance Pop_Charlie_Georgia on my Mind,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Pop_Dance Pop_Charlie_Georgia on my Mind_mixed.flac
Unknown_Unknown_Marilyn Horne  Wiener Opernorchester  Henry Lewis_Lamour est un oiseau rebelle (Havanaise),train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Unknown_Unknown_Marilyn Horne  Wiener Opernorchester  Henry Lewis_Lamour est un oiseau rebelle (Havanaise)_mixed.flac
Unknown_Unknown_Cornelius Gurlitt_Sunlight Morning,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Unknown_Unknown_Cornelius Gurlitt_Sunlight Morning_mixed.flac
Pop_Dance Pop_Westlife_World Of Our Own,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Pop_Dance Pop_Westlife_World Of Our Own_mixed.flac
Soundtracks_Video Game Music_Legend of Zelda A Link to the Past_Legend_of_Zelda_A_Link_to_the_Past_LightWorldOverworld,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Soundtracks_Video Game Music_Legend of Zelda A Link to the Past_Legend_of_Zelda_A_Link_to_the_Past_LightWorldOverworld_mixed.flac
Unknown_Unknown_Cornelius Gurlitt_Rests and Suspended Double Notes,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Unknown_Unknown_Cornelius Gurlitt_Rests and Suspended Double Notes_mixed.flac
Unknown_Unknown_J P Sousa_Liberty Bell (Monty Python Theme),train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Unknown_Unknown_J P Sousa_Liberty Bell (Monty Python Theme)_mixed.flac
Classical_Classical_Wolfgang Amadeus Mozart_Fantasia,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Classical_Classical_Wolfgang Amadeus Mozart_Fantasia_mixed.flac
Unknown_Unknown_Detroit Soul Sensation_Easy,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Unknown_Unknown_Detroit Soul Sensation_Easy_mixed.flac
Classical_Classical_Johannes Brahms_Hungarian Dance N 7,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Classical_Classical_Johannes Brahms_Hungarian Dance N 7_mixed.flac
Classical_Classical_Charles Gounod_Funeral March of a Marionette,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Classical_Classical_Charles Gounod_Funeral March of a Marionette_mixed.flac
World_Australian Pop_Anastacia_One More Chance,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\World_Australian Pop_Anastacia_One More Chance_mixed.flac
Soundtracks_Video Game Music_Final Fantasy 3_Final_Fantasy_3_OperaHouseGrandFinale,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Soundtracks_Video Game Music_Final Fantasy 3_Final_Fantasy_3_OperaHouseGrandFinale_mixed.flac
Rock_Dance Rock_Spandau Ballet_Barricades,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Rock_Dance Rock_Spandau Ballet_Barricades_mixed.flac
Pop_Dance Pop_Westlife_My Love,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Pop_Dance Pop_Westlife_My Love_mixed.flac
Rock_Classic Rock_McLean_Broken,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Rock_Classic Rock_McLean_Broken_mixed.flac
Rap_Pop Rap_Blackstreet_We Gonna Take U Back (Lude) Dont Leave Me,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Rap_Pop Rap_Blackstreet_We Gonna Take U Back (Lude) Dont Leave Me_mixed.flac
Rock_Merseybeat_Vanity Fare_Oh Jane,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Rock_Merseybeat_Vanity Fare_Oh Jane_mixed.flac
Soundtracks_Classic Soundtrack_Georges Delerue_Two Dances,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Soundtracks_Classic Soundtrack_Georges Delerue_Two Dances_mixed.flac
Soundtracks_Video Game Music_Gensou Suikoden V_Gensou_Suikoden_V_TheLightMoaningIntheDarkness,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Soundtracks_Video Game Music_Gensou Suikoden V_Gensou_Suikoden_V_TheLightMoaningIntheDarkness_mixed.flac
Unknown_Unknown_Ana Belén  Victor Manuel_La Puerta De Alcala (Con Victor Manuel),train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Unknown_Unknown_Ana Belén  Victor Manuel_La Puerta De Alcala (Con Victor Manuel)_mixed.flac
Classical_Classical_Wolfgang Amadeus Mozart_Sonate Opus KV 331,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Classical_Classical_Wolfgang Amadeus Mozart_Sonate Opus KV 331_mixed.flac
Blues_Ragtime_Scott Joplin_Entertainer,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Blues_Ragtime_Scott Joplin_Entertainer_mixed.flac
Jazz_Reggae Fusion_Inner Circle_Big Tings A Gwaan,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Jazz_Reggae Fusion_Inner Circle_Big Tings A Gwaan_mixed.flac
Unknown_Unknown_Wendy Moten_Come In Out Of The Rain,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Unknown_Unknown_Wendy Moten_Come In Out Of The Rain_mixed.flac
Unknown_Unknown_Otaku_Nippon Express,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Unknown_Unknown_Otaku_Nippon Express_mixed.flac
Jazz_Vocal Jazz_Katie Melua_Piece By Piece,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Jazz_Vocal Jazz_Katie Melua_Piece By Piece_mixed.flac
Rock_Progressive Electro House_Kid Massive_Get Busy (Kid Massive Audio Damage re-work),train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Rock_Progressive Electro House_Kid Massive_Get Busy (Kid Massive Audio Damage re-work)_mixed.flac
Pop_Dance Pop_Robbie Williams_Morning Sun Reprise,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Pop_Dance Pop_Robbie Williams_Morning Sun Reprise_mixed.flac
Classical_Classical_Domenico Scarlatti_Sonata in C Kp86,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Classical_Classical_Domenico Scarlatti_Sonata in C Kp86_mixed.flac
Rap_Rap Cristiano_Lara_Baila Mi Ritmo,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Rap_Rap Cristiano_Lara_Baila Mi Ritmo_mixed.flac
Pop_Italian Arena Pop_Tiziano Ferro_Perdono (aka Xdono),train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Pop_Italian Arena Pop_Tiziano Ferro_Perdono (aka Xdono)_mixed.flac
Unknown_Unknown_Eoghan Quigg_Never Forget,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Unknown_Unknown_Eoghan Quigg_Never Forget_mixed.flac
Unknown_Unknown_Jim Dickinson_Down and out,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Unknown_Unknown_Jim Dickinson_Down and out_mixed.flac
Unknown_Unknown_State Of The Heart_Goodnight Girl,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Unknown_Unknown_State Of The Heart_Goodnight Girl_mixed.flac
Pop_Idol_Blake Lewis_Heartbreak on Vinyl (The Bimbo Jones Dub),train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Pop_Idol_Blake Lewis_Heartbreak on Vinyl (The Bimbo Jones Dub)_mixed.flac
Unknown_Unknown_The Session_Chariots of Fire,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Unknown_Unknown_The Session_Chariots of Fire_mixed.flac
Rock_Art Rock_Ultravox_Vienna (Single Version) (2009 Digital Remaster),train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Rock_Art Rock_Ultravox_Vienna (Single Version) (2009 Digital Remaster)_mixed.flac
Classical_Classical_George Frideric Handel_Ouvertuere,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Classical_Classical_George Frideric Handel_Ouvertuere_mixed.flac
Unknown_Unknown_All Star Party Squad_Its Not Right,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Unknown_Unknown_All Star Party Squad_Its Not Right_mixed.flac
Classical_Classical_Ludwig van Beethoven_Piano Trio Opus 11 (3rd Movement),train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Classical_Classical_Ludwig van Beethoven_Piano Trio Opus 11 (3rd Movement)_mixed.flac
Soundtracks_Video Game Music_Castelvania_Castlevania_Stage1VampireKiller,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Soundtracks_Video Game Music_Castelvania_Castlevania_Stage1VampireKiller_mixed.flac
Soundtracks_Video Game Music_Legend of Zelda A Link to the Past_Legend_of_Zelda_A_Link_to_the_Past_Mini_Game_by_Gori_Fater,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Soundtracks_Video Game Music_Legend of Zelda A Link to the Past_Legend_of_Zelda_A_Link_to_the_Past_Mini_Game_by_Gori_Fater_mixed.flac
Unknown_Unknown_Catherine Zeta Jones  David Essex_True Love Ways,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Unknown_Unknown_Catherine Zeta Jones  David Essex_True Love Ways_mixed.flac
Soul_Neo Soul_Toni Braxton_Spanish Guitar,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Soul_Neo Soul_Toni Braxton_Spanish Guitar_mixed.flac
Unknown_Unknown_A.Cibulka_Winter Story,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Unknown_Unknown_A.Cibulka_Winter Story_mixed.flac
Rock_Pop Rock_Train_Ordinary,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Rock_Pop Rock_Train_Ordinary_mixed.flac
Pop_Europop_Boney M_Rivers Of Babylon,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Pop_Europop_Boney M_Rivers Of Babylon_mixed.flac
Unknown_Unknown_John Pyke Hullah_The Storm,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Unknown_Unknown_John Pyke Hullah_The Storm_mixed.flac
Classical_Classical_Johann Sebastian Bach_Toccata and Fugue in D Minor,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Classical_Classical_Johann Sebastian Bach_Toccata and Fugue in D Minor_mixed.flac
Soul_Neo Soul_Alicia Keys_Fallin,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Soul_Neo Soul_Alicia Keys_Fallin_mixed.flac
Soundtracks_Video Game Music_Secret of Mana_Secret_of_Mana_TellAStrangeTale,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Soundtracks_Video Game Music_Secret of Mana_Secret_of_Mana_TellAStrangeTale_mixed.flac
Unknown_Unknown_Felix Le Couppey_Musette,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Unknown_Unknown_Felix Le Couppey_Musette_mixed.flac
Soundtracks_Video Game Music_Final Fantasy 10_Final_Fantasy_10_AuronsTheme,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Soundtracks_Video Game Music_Final Fantasy 10_Final_Fantasy_10_AuronsTheme_mixed.flac
Classical_Classical_Frederic Chopin_Etüde c-moll Opus 10 No 12,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Classical_Classical_Frederic Chopin_Etüde c-moll Opus 10 No 12_mixed.flac
Soundtracks_Video Game Music_Street Fighter 2_Street_Fighter_II_Ken_Stage,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Soundtracks_Video Game Music_Street Fighter 2_Street_Fighter_II_Ken_Stage_mixed.flac
Classical_Classical_Franz Schubert_Die Vögel,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Classical_Classical_Franz Schubert_Die Vögel_mixed.flac
Rock_Pop Rock_Natalie Merchant_Seven Years (LP Version),train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Rock_Pop Rock_Natalie Merchant_Seven Years (LP Version)_mixed.flac
Unknown_Unknown_The Red Army Choirs Of Alexandrov (Les Choeurs De LArmée Rouge DAlexandrov)_Aïda (Gloire A LEgypte - Verdi),train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Unknown_Unknown_The Red Army Choirs Of Alexandrov (Les Choeurs De LArmée Rouge DAlexandrov)_Aïda (Gloire A LEgypte - Verdi)_mixed.flac
Jazz_Vocal Jazz_Kay Starr_Rock and Roll Waltz,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Jazz_Vocal Jazz_Kay Starr_Rock and Roll Waltz_mixed.flac
Rock_Progressive Bluegrass_Alison Krauss_Molly Bán (Bawn),train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Rock_Progressive Bluegrass_Alison Krauss_Molly Bán (Bawn)_mixed.flac
Rock_Country Rock_Clint Black_Nothin But The Taillights,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Rock_Country Rock_Clint Black_Nothin But The Taillights_mixed.flac
Unknown_Unknown_John Reid And Jorgen Kjell Elofsson_A Moment Like This,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Unknown_Unknown_John Reid And Jorgen Kjell Elofsson_A Moment Like This_mixed.flac
Unknown_Unknown_Party Band Kings_And I Love Her,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Unknown_Unknown_Party Band Kings_And I Love Her_mixed.flac
Unknown_Unknown_Antonin Leopold Dvorak_Theme  From the New World  Symphony,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Unknown_Unknown_Antonin Leopold Dvorak_Theme  From the New World  Symphony_mixed.flac
Soundtracks_Video Game Music_Star Wars_Star_Wars_Cantina,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Soundtracks_Video Game Music_Star Wars_Star_Wars_Cantina_mixed.flac
Unknown_Unknown_Hurricane Gator_New Orleanian Testimony,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Unknown_Unknown_Hurricane Gator_New Orleanian Testimony_mixed.flac
Rock_Danspunk_Vikingarna_Ge mig vingar som bär mig (Tamo Amor Mio),train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Rock_Danspunk_Vikingarna_Ge mig vingar som bär mig (Tamo Amor Mio)_mixed.flac
Rock_Dutch Rock_Frans Bauer_Wenn ein Stern am Himmel steht,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Rock_Dutch Rock_Frans Bauer_Wenn ein Stern am Himmel steht_mixed.flac
World_Panpipe_Panpipes_From Me To You,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\World_Panpipe_Panpipes_From Me To You_mixed.flac
Rock_Country Rock_Ricky Van Shelton_Backroads,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Rock_Country Rock_Ricky Van Shelton_Backroads_mixed.flac
Rock_Neo Mellow_Paolo Nutini_1010 (album),train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Rock_Neo Mellow_Paolo Nutini_1010 (album)_mixed.flac
Soundtracks_Video Game Music_Super Mario World_Super_Mario_World_MarioDeath,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Soundtracks_Video Game Music_Super Mario World_Super_Mario_World_MarioDeath_mixed.flac
Jazz_Vocal Jazz_Donny Hathaway_String Segue (Album Version),train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Jazz_Vocal Jazz_Donny Hathaway_String Segue (Album Version)_mixed.flac
Soundtracks_Soundtrack_Alan Silvestri_Forest Gump Theme,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Soundtracks_Soundtrack_Alan Silvestri_Forest Gump Theme_mixed.flac
Unknown_Unknown_Franz Abt_Swallows,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Unknown_Unknown_Franz Abt_Swallows_mixed.flac
Unknown_Unknown_Marthia Sides_Dreamin Out Loud,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Unknown_Unknown_Marthia Sides_Dreamin Out Loud_mixed.flac
"Classical_Classical_George Frideric Handel_Air, The Water Music",train,"C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Classical_Classical_George Frideric Handel_Air, The Water Music_mixed.flac"
"Classical_Classical_Frederic Chopin_Mazurka Op6, No1",train,"C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Classical_Classical_Frederic Chopin_Mazurka Op6, No1_mixed.flac"
Unknown_Unknown_John Barry_ John Debney - Royal Scottish National Orchestra_Razor,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Unknown_Unknown_John Barry_ John Debney - Royal Scottish National Orchestra_Razor_mixed.flac
World_Swedish Electropop_Fever Ray_Keep The Streets Empty For Me,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\World_Swedish Electropop_Fever Ray_Keep The Streets Empty For Me_mixed.flac
Soundtracks_Video Game Music_Super Smash Bros_Super_Smash_Bros_Brawl_KidIcarusUnderworld,train,C:\Users\tt\Desktop\project\data\flac_output\mix_audio_flac\Soundtracks_Video Game Music_Super Smash Bros_Super_Smash_Bros_Brawl_KidIcarusUnderworld_mixed.flac
